unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD
1739836800,2025-02-18 00:00:00,AAVE/USD,261.57,263.24,241.63,249.16,12251.63044912,3052616.24270274
1739750400,2025-02-17 00:00:00,AAVE/USD,254.9,278.58,250.0,264.71,8132.85464173,2152847.952212348
1739664000,2025-02-16 00:00:00,AAVE/USD,253.24,258.67,250.16,254.09,5429.27413311,1379524.2644819198
1739577600,2025-02-15 00:00:00,AAVE/USD,260.42,263.46,250.0,253.72,5679.70173411,1441053.9239783892
1739491200,2025-02-14 00:00:00,AAVE/USD,254.64,269.79,253.43,262.6,3584.87856016,941389.109898016
1739404800,2025-02-13 00:00:00,AAVE/USD,252.91,257.94,246.93,255.87,5402.69775389,1382388.2742878343
1739318400,2025-02-12 00:00:00,AAVE/USD,243.73,260.17,233.27,252.68,2341.57857357,591670.0739696677
1739232000,2025-02-11 00:00:00,AAVE/USD,254.16,261.72,242.51,243.87,1214.91895685,296282.2860070095
1739145600,2025-02-10 00:00:00,AAVE/USD,245.79,256.53,235.99,249.94,790.03433834,197461.1825246996
1739059200,2025-02-09 00:00:00,AAVE/USD,239.46,252.0,229.57,239.16,472.75341689,113063.7071834124
1738972800,2025-02-08 00:00:00,AAVE/USD,237.67,241.02,231.51,239.69,517.48567033,124036.14032139767
1738886400,2025-02-07 00:00:00,AAVE/USD,242.44,261.3,231.44,238.38,1306.91467634,311542.3205459292
1738800000,2025-02-06 00:00:00,AAVE/USD,259.34,265.98,239.49,241.78,2638.16533009,637855.6135091602
1738713600,2025-02-05 00:00:00,AAVE/USD,272.6,283.49,256.6,259.23,1563.83562297,405393.1085425132
1738627200,2025-02-04 00:00:00,AAVE/USD,276.44,278.03,249.7,272.14,1785.90348594,486015.7746637116
1738540800,2025-02-03 00:00:00,AAVE/USD,258.09,285.0,192.83,276.35,3601.21212587,995194.9709841744
1738454400,2025-02-02 00:00:00,AAVE/USD,295.51,304.5,246.86,258.55,3083.18631177,797157.8209081335
1738368000,2025-02-01 00:00:00,AAVE/USD,332.76,332.76,295.0,298.25,524.30354812,156373.53322679
1738281600,2025-01-31 00:00:00,AAVE/USD,317.04,348.21,313.14,332.55,2815.08339881,936155.9842742656
1738195200,2025-01-30 00:00:00,AAVE/USD,290.18,321.92,287.68,315.76,2163.00791874,682991.3804213424
1738108800,2025-01-29 00:00:00,AAVE/USD,284.62,300.79,282.18,291.21,3993.50122568,1162947.491930273
1738022400,2025-01-28 00:00:00,AAVE/USD,304.74,307.19,280.99,281.91,1943.74903767,547962.2912095498
1737936000,2025-01-27 00:00:00,AAVE/USD,314.82,320.0,287.95,301.8,2353.48950124,710283.1314742321
1737849600,2025-01-26 00:00:00,AAVE/USD,328.35,335.87,316.02,316.21,1091.76102404,345225.7534116884
1737763200,2025-01-25 00:00:00,AAVE/USD,334.61,338.04,325.82,325.82,594.45641781,193685.79005085415
1737676800,2025-01-24 00:00:00,AAVE/USD,340.16,357.86,328.95,334.96,1652.28126743,553448.1333383528
1737590400,2025-01-23 00:00:00,AAVE/USD,348.52,349.6,324.95,337.67,1998.88034857,674961.9273016319
1737504000,2025-01-22 00:00:00,AAVE/USD,369.55,370.03,345.56,347.25,1490.16579172,517460.07117477
1737417600,2025-01-21 00:00:00,AAVE/USD,338.42,378.4,328.37,370.56,4643.55242465,1720714.786478304
1737331200,2025-01-20 00:00:00,AAVE/USD,306.26,364.04,296.58,338.03,5705.24128465,1928542.7114502396
1737244800,2025-01-19 00:00:00,AAVE/USD,315.2,347.82,292.47,309.1,3849.22239092,1189794.641033372
1737158400,2025-01-18 00:00:00,AAVE/USD,334.41,341.29,306.8,316.71,769.67762562,243764.60081011016
1737072000,2025-01-17 00:00:00,AAVE/USD,311.8,336.09,311.8,336.09,869.75607574,292316.3194954566
1736985600,2025-01-16 00:00:00,AAVE/USD,318.66,320.05,305.27,311.23,912.19445278,283902.2795387194
1736899200,2025-01-15 00:00:00,AAVE/USD,296.01,324.09,286.29,320.49,718.13187652,230154.0851058948
1736812800,2025-01-14 00:00:00,AAVE/USD,287.11,300.09,286.0,295.54,525.89146285,155421.962930689
1736726400,2025-01-13 00:00:00,AAVE/USD,287.89,295.65,256.7,289.92,1461.40404847,423690.2617324224
1736640000,2025-01-12 00:00:00,AAVE/USD,286.7,294.92,284.82,287.3,188.35676022,54114.89721120601
1736553600,2025-01-11 00:00:00,AAVE/USD,287.13,292.25,280.64,287.13,328.41759121,94298.54296412732
1736467200,2025-01-10 00:00:00,AAVE/USD,282.1,300.0,278.16,287.14,655.8119547,188309.844672558
1736380800,2025-01-09 00:00:00,AAVE/USD,295.07,298.07,273.85,281.64,352.65638726,99322.1449079064
1736294400,2025-01-08 00:00:00,AAVE/USD,308.08,312.14,277.01,293.2,1350.30604794,395909.733256008
1736208000,2025-01-07 00:00:00,AAVE/USD,339.88,342.14,306.28,306.58,1735.91664187,532197.3240645046
1736121600,2025-01-06 00:00:00,AAVE/USD,340.93,354.87,336.21,340.57,846.36575183,288246.7841007431
1736035200,2025-01-05 00:00:00,AAVE/USD,351.86,352.33,339.7,341.71,233.28183334,79714.73527061139
1735948800,2025-01-04 00:00:00,AAVE/USD,348.35,360.03,339.44,351.48,1110.35323235,390266.9541063781
1735862400,2025-01-03 00:00:00,AAVE/USD,334.51,355.36,317.7,350.28,2331.12003269,816544.7250506531
1735776000,2025-01-02 00:00:00,AAVE/USD,319.02,339.19,318.97,333.87,2352.73701232,785508.3063032783
1735689600,2025-01-01 00:00:00,AAVE/USD,309.6,322.23,306.09,319.51,406.32362506,129824.4614429206
1735603200,2024-12-31 00:00:00,AAVE/USD,316.89,326.49,306.87,310.28,250.27681513,77655.89019853639
1735516800,2024-12-30 00:00:00,AAVE/USD,332.67,343.48,318.59,320.84,294.00619246,94328.9467888664
1735430400,2024-12-29 00:00:00,AAVE/USD,354.46,354.46,328.52,332.15,535.33133555,177810.30310293246
1735344000,2024-12-28 00:00:00,AAVE/USD,326.09,356.96,322.08,355.1,529.80934132,188135.29710273203
1735257600,2024-12-27 00:00:00,AAVE/USD,338.27,349.82,320.43,324.07,723.78275132,234556.2762202724
1735171200,2024-12-26 00:00:00,AAVE/USD,370.41,370.41,330.5,337.22,2206.38370132,744036.7117591305
1735084800,2024-12-25 00:00:00,AAVE/USD,372.66,384.22,364.6,367.68,244.73669769,89984.78900665921
1734998400,2024-12-24 00:00:00,AAVE/USD,383.31,388.49,366.29,373.99,458.22798341,171372.6835155059
1734912000,2024-12-23 00:00:00,AAVE/USD,317.46,388.47,311.29,384.74,2465.18847667,948456.6145140158
1734825600,2024-12-22 00:00:00,AAVE/USD,298.98,321.81,294.77,316.96,586.56368054,185917.2241839584
1734739200,2024-12-21 00:00:00,AAVE/USD,328.77,340.71,298.26,298.8,568.14967374,169763.122513512
1734652800,2024-12-20 00:00:00,AAVE/USD,316.03,341.3,271.75,329.73,2492.85529181,821969.1753685114
1734566400,2024-12-19 00:00:00,AAVE/USD,343.78,349.52,300.0,314.63,1904.15324111,599103.7342504393
1734480000,2024-12-18 00:00:00,AAVE/USD,361.77,380.91,328.55,339.68,765.49931358,260024.8068368544
1734393600,2024-12-17 00:00:00,AAVE/USD,377.33,385.1,357.36,362.19,1093.5051829,396056.64219455095
1734307200,2024-12-16 00:00:00,AAVE/USD,370.8,399.06,362.59,379.69,1578.4704396,599329.441211724
1734220800,2024-12-15 00:00:00,AAVE/USD,366.6,379.73,355.73,370.6,1040.27908944,385527.4305464641
1734134400,2024-12-14 00:00:00,AAVE/USD,383.0,395.88,360.5,370.15,1413.23200687,523107.8273429305
1734048000,2024-12-13 00:00:00,AAVE/USD,368.31,396.0,353.13,373.99,1534.40758649,573853.0932713952
1733961600,2024-12-12 00:00:00,AAVE/USD,301.03,386.31,299.01,366.71,3874.82024604,1420935.3324253282
1733875200,2024-12-11 00:00:00,AAVE/USD,271.57,307.79,260.77,300.51,2074.54890689,623422.692009514
1733788800,2024-12-10 00:00:00,AAVE/USD,257.34,287.85,250.06,275.14,2303.17232372,633694.8331483208
1733702400,2024-12-09 00:00:00,AAVE/USD,278.5,283.85,218.02,261.36,1572.30769363,410938.3388071368
1733616000,2024-12-08 00:00:00,AAVE/USD,283.7,285.1,274.9,283.89,183.7086465,52153.04765488499
1733529600,2024-12-07 00:00:00,AAVE/USD,282.38,296.66,280.01,283.15,928.79764129,262989.0521312635
1733443200,2024-12-06 00:00:00,AAVE/USD,246.96,293.84,246.63,281.89,1020.70071869,287725.3255915241
1733356800,2024-12-05 00:00:00,AAVE/USD,257.62,265.31,244.15,249.12,3147.88829529,784201.9321226447
1733270400,2024-12-04 00:00:00,AAVE/USD,240.02,273.0,238.19,252.9,2296.34655607,580746.044030103
1733184000,2024-12-03 00:00:00,AAVE/USD,235.03,249.28,221.26,240.67,1438.89278651,346298.3269293617
1733097600,2024-12-02 00:00:00,AAVE/USD,212.08,241.28,204.76,235.69,4828.40804598,1138007.492357026
1733011200,2024-12-01 00:00:00,AAVE/USD,211.6,214.29,202.9,209.29,1524.73424936,319111.6310485544
1732924800,2024-11-30 00:00:00,AAVE/USD,198.23,212.56,197.79,211.73,393.05981251,83222.55410274229
1732838400,2024-11-29 00:00:00,AAVE/USD,201.29,202.56,195.67,199.22,1097.0992308,218564.108759976
1732752000,2024-11-28 00:00:00,AAVE/USD,208.19,211.31,198.57,201.36,576.11888493,116007.29866950482
1732665600,2024-11-27 00:00:00,AAVE/USD,181.62,210.84,180.64,209.63,1831.61180202,383960.7820574526
1732579200,2024-11-26 00:00:00,AAVE/USD,182.23,184.44,165.89,181.07,741.63198466,134287.3034623862
1732492800,2024-11-25 00:00:00,AAVE/USD,170.42,189.11,168.66,180.86,1319.02535943,238558.9265065098
1732406400,2024-11-24 00:00:00,AAVE/USD,177.86,182.56,162.76,171.27,606.93394293,103949.57640562108
1732320000,2024-11-23 00:00:00,AAVE/USD,171.88,187.41,170.46,175.38,3085.58287159,541149.5240194543
1732233600,2024-11-22 00:00:00,AAVE/USD,169.25,172.17,162.12,172.17,2391.95663359,411823.17360519024
1732147200,2024-11-21 00:00:00,AAVE/USD,157.1,170.57,152.9,169.25,3200.33059402,541655.953037885
1732060800,2024-11-20 00:00:00,AAVE/USD,161.84,167.29,154.69,157.11,1226.36203605,192673.7394838155
1731974400,2024-11-19 00:00:00,AAVE/USD,172.8,172.8,159.6,161.42,1583.87914334,255669.7713179428
1731888000,2024-11-18 00:00:00,AAVE/USD,163.55,172.57,162.25,169.94,813.25124357,138203.9163322858
1731801600,2024-11-17 00:00:00,AAVE/USD,170.56,171.69,162.22,163.3,211.87789774,34599.660700942004
1731715200,2024-11-16 00:00:00,AAVE/USD,164.46,174.53,163.42,167.02,1080.69983127,180498.48581871545
1731628800,2024-11-15 00:00:00,AAVE/USD,157.91,166.44,151.0,164.63,8211.52246279,1351862.9430491177
1731542400,2024-11-14 00:00:00,AAVE/USD,172.93,175.29,156.0,158.25,1151.39173138,182207.741490885
1731456000,2024-11-13 00:00:00,AAVE/USD,178.86,188.28,168.5,172.13,1632.17609134,280946.4706023542
1731369600,2024-11-12 00:00:00,AAVE/USD,191.56,196.12,168.34,180.44,852.48569694,153822.5191558536
1731283200,2024-11-11 00:00:00,AAVE/USD,188.72,192.85,184.43,191.17,549.62829289,105072.4407517813
1731196800,2024-11-10 00:00:00,AAVE/USD,195.16,197.97,182.42,189.2,1330.96572358,251818.714901336
1731110400,2024-11-09 00:00:00,AAVE/USD,182.42,199.59,182.41,196.68,675.45512252,132848.51349723362
1731024000,2024-11-08 00:00:00,AAVE/USD,183.4,183.42,177.38,180.67,712.38379757,128706.38070697188
1730937600,2024-11-07 00:00:00,AAVE/USD,174.06,190.0,174.06,182.97,2058.85912264,376709.4536694408
1730851200,2024-11-06 00:00:00,AAVE/USD,136.07,175.0,136.07,174.26,2314.72454638,403363.8994521788
1730764800,2024-11-05 00:00:00,AAVE/USD,129.4,135.8,128.24,134.73,178.42743903,24039.52886051189
1730678400,2024-11-04 00:00:00,AAVE/USD,131.1,133.8,125.94,128.49,1467.56762008,188567.7635040792
1730592000,2024-11-03 00:00:00,AAVE/USD,137.36,137.37,128.8,133.55,813.08037342,108586.883870241
1730505600,2024-11-02 00:00:00,AAVE/USD,140.16,140.21,137.69,138.38,222.98027999,30856.0111450162
1730419200,2024-11-01 00:00:00,AAVE/USD,143.78,146.91,140.5,141.1,125.15003229,17658.669556119
1730332800,2024-10-31 00:00:00,AAVE/USD,157.49,157.49,140.81,143.65,2536.69534415,364396.2861871475
1730246400,2024-10-30 00:00:00,AAVE/USD,148.76,157.63,148.64,157.49,291.22266839,45864.6580447411
1730160000,2024-10-29 00:00:00,AAVE/USD,154.15,154.48,149.45,151.91,437.90149011,66521.6153626101
1730073600,2024-10-28 00:00:00,AAVE/USD,146.8,153.54,146.4,151.87,1301.56181954,197668.1935335398
1729987200,2024-10-27 00:00:00,AAVE/USD,142.61,147.82,142.03,147.82,186.48708066,27566.5202631612
1729900800,2024-10-26 00:00:00,AAVE/USD,137.49,142.89,136.57,142.85,1148.2873892,164032.85354722
1729814400,2024-10-25 00:00:00,AAVE/USD,146.99,149.07,133.54,138.0,939.43777041,129642.41231658
1729728000,2024-10-24 00:00:00,AAVE/USD,150.36,152.64,145.92,148.0,336.50975409,49803.44360532
1729641600,2024-10-23 00:00:00,AAVE/USD,151.8,151.8,144.75,149.19,690.83598027,103065.8198964813
1729555200,2024-10-22 00:00:00,AAVE/USD,151.85,154.73,150.7,152.73,183.71566961,28058.894219535297
1729468800,2024-10-21 00:00:00,AAVE/USD,158.61,158.91,151.76,153.54,413.69607992,63518.8961109168
1729382400,2024-10-20 00:00:00,AAVE/USD,158.1,160.23,156.37,159.47,68.80708641,10972.6660698027
1729296000,2024-10-19 00:00:00,AAVE/USD,157.94,159.27,156.05,158.49,118.5780216,18793.430643384
1729209600,2024-10-18 00:00:00,AAVE/USD,153.23,158.04,153.23,158.04,274.19857024,43334.34204072959
1729123200,2024-10-17 00:00:00,AAVE/USD,155.5,155.85,150.51,152.8,79.18868202,12100.030612656
1729036800,2024-10-16 00:00:00,AAVE/USD,156.77,158.04,154.0,157.07,185.00057459,29058.0402508513
1728950400,2024-10-15 00:00:00,AAVE/USD,163.65,164.5,154.22,156.84,869.90156153,136435.3609103652
1728864000,2024-10-14 00:00:00,AAVE/USD,153.77,164.98,153.77,162.77,646.44188195,105221.3451250015
1728777600,2024-10-13 00:00:00,AAVE/USD,154.82,154.82,151.39,154.29,17.79270045,2745.2357524305003
1728691200,2024-10-12 00:00:00,AAVE/USD,144.43,156.42,144.43,156.42,651.94898606,101977.8603995052
1728604800,2024-10-11 00:00:00,AAVE/USD,140.55,146.0,140.55,146.0,1781.59999644,260113.59948024
1728518400,2024-10-10 00:00:00,AAVE/USD,142.06,147.13,136.58,147.13,544.94128302,80177.2109707326
1728432000,2024-10-09 00:00:00,AAVE/USD,143.29,145.0,138.91,139.94,277.08877473,38775.8031357162
1728345600,2024-10-08 00:00:00,AAVE/USD,146.76,147.02,141.97,143.12,121.10371933,17332.3643105096
1728259200,2024-10-07 00:00:00,AAVE/USD,153.09,153.13,146.88,149.23,200.0689672,29856.291975256
1728172800,2024-10-06 00:00:00,AAVE/USD,147.56,149.31,146.74,148.2,33.26562868,4929.966170375999
1728086400,2024-10-05 00:00:00,AAVE/USD,150.21,150.21,147.06,148.83,4.56451877,679.3373285391001
1728000000,2024-10-04 00:00:00,AAVE/USD,143.38,152.76,141.7,151.4,890.54948038,134829.191329532
1727913600,2024-10-03 00:00:00,AAVE/USD,140.51,145.16,133.7,143.39,2696.14762379,386600.60777524806
1727827200,2024-10-02 00:00:00,AAVE/USD,147.86,149.39,138.88,139.4,418.54252773,58344.828365562
1727740800,2024-10-01 00:00:00,AAVE/USD,160.24,163.94,143.54,145.72,359.08937545,52326.503790574
1727654400,2024-09-30 00:00:00,AAVE/USD,160.17,162.81,155.22,157.12,259.36667663,40751.6922321056
1727568000,2024-09-29 00:00:00,AAVE/USD,162.9,162.9,158.93,160.71,14.75469856,2371.2276055776
1727481600,2024-09-28 00:00:00,AAVE/USD,168.9,168.9,162.33,163.8,16.53619779,2708.629198002
1727395200,2024-09-27 00:00:00,AAVE/USD,165.43,171.88,164.13,171.83,72.39611005,12439.8235898915
1727308800,2024-09-26 00:00:00,AAVE/USD,163.6,175.06,163.24,165.27,163.05429769,26947.983779226302
1727222400,2024-09-25 00:00:00,AAVE/USD,165.34,170.99,165.32,165.32,190.6525596,31518.681153072
1727136000,2024-09-24 00:00:00,AAVE/USD,172.51,175.12,163.83,167.35,646.86103554,108252.194297619
1727049600,2024-09-23 00:00:00,AAVE/USD,161.67,179.57,161.67,173.05,620.06812688,107302.789356584
1726963200,2024-09-22 00:00:00,AAVE/USD,159.42,163.38,154.7,157.8,8.72934289,1377.4903080420002
1726876800,2024-09-21 00:00:00,AAVE/USD,153.73,154.6,150.67,154.6,25.67625838,3969.549545548
1726790400,2024-09-20 00:00:00,AAVE/USD,149.82,158.28,147.85,152.79,374.51798478,57222.6028945362
1726704000,2024-09-19 00:00:00,AAVE/USD,145.05,152.7,137.62,150.27,1208.50151466,181601.52260795824
1726617600,2024-09-18 00:00:00,AAVE/USD,140.0,141.3,134.51,141.3,388.54100935,54900.84462115501
1726531200,2024-09-17 00:00:00,AAVE/USD,140.3,147.08,140.13,140.44,611.65891876,85901.3785506544
1726444800,2024-09-16 00:00:00,AAVE/USD,142.66,142.66,137.96,141.45,7769.54047356,1099001.4999850618
1726358400,2024-09-15 00:00:00,AAVE/USD,140.18,148.95,140.18,143.93,92.9436409,13377.378234737002
1726272000,2024-09-14 00:00:00,AAVE/USD,142.57,142.57,137.68,140.25,198.02139539,27772.500703447506
1726185600,2024-09-13 00:00:00,AAVE/USD,145.11,146.22,139.73,145.32,1174.32830271,170653.38894981716
1726099200,2024-09-12 00:00:00,AAVE/USD,150.58,152.2,142.59,146.38,632.8135379,92631.245677802
1726012800,2024-09-11 00:00:00,AAVE/USD,150.59,157.51,145.1,148.82,7469.88344283,1111668.0539619606
1725926400,2024-09-10 00:00:00,AAVE/USD,139.54,152.51,138.38,150.59,5006.06583486,753863.4540715674
1725840000,2024-09-09 00:00:00,AAVE/USD,126.0,141.35,126.0,140.23,239.89579762,33640.5877002526
1725753600,2024-09-08 00:00:00,AAVE/USD,127.12,127.12,124.54,125.84,84.5032291,10633.886349944
1725667200,2024-09-07 00:00:00,AAVE/USD,125.58,130.79,124.36,124.36,80.14662756,9967.0346033616
1725580800,2024-09-06 00:00:00,AAVE/USD,128.4,132.26,120.07,125.07,308.87561201,38631.072794090695
1725494400,2024-09-05 00:00:00,AAVE/USD,133.15,133.15,128.36,128.62,49.22298441,6331.060254814201
1725408000,2024-09-04 00:00:00,AAVE/USD,117.76,139.36,116.94,136.43,276.9323386,37781.878955198
1725321600,2024-09-03 00:00:00,AAVE/USD,133.67,137.94,118.71,118.71,74.80508245,8880.111337639499
1725235200,2024-09-02 00:00:00,AAVE/USD,120.68,135.14,117.91,134.7,178.65742943,24065.155744221
1725148800,2024-09-01 00:00:00,AAVE/USD,128.43,128.43,120.64,120.64,397.998231,48014.50658784
1725062400,2024-08-31 00:00:00,AAVE/USD,130.28,133.23,128.28,128.28,401.46593386,51500.0499955608
1724976000,2024-08-30 00:00:00,AAVE/USD,121.15,129.13,118.9,128.21,1244.73749386,159587.79408779062
1724889600,2024-08-29 00:00:00,AAVE/USD,129.38,129.38,121.99,122.9,359.90441128,44232.252146312
1724803200,2024-08-28 00:00:00,AAVE/USD,119.53,127.59,119.53,125.67,333.7631592,41944.016216664
1724716800,2024-08-27 00:00:00,AAVE/USD,129.01,129.55,117.76,119.95,153.86747339,18456.403433130497
1724630400,2024-08-26 00:00:00,AAVE/USD,136.07,136.68,128.54,129.14,613.47284218,79223.8828391252
1724544000,2024-08-25 00:00:00,AAVE/USD,136.81,139.8,134.11,136.69,382.72908937,52315.2392259853
1724457600,2024-08-24 00:00:00,AAVE/USD,140.0,142.02,135.86,136.91,98.7296695,13517.079051245
1724371200,2024-08-23 00:00:00,AAVE/USD,134.22,146.73,132.46,144.0,357.14467903,51428.833780320005
1724284800,2024-08-22 00:00:00,AAVE/USD,141.47,141.73,133.9,136.01,269.17678036,36610.7338967636
1724198400,2024-08-21 00:00:00,AAVE/USD,130.39,142.55,130.39,140.04,739.19043839,103516.2289921356
1724112000,2024-08-20 00:00:00,AAVE/USD,118.89,131.49,118.01,129.54,3035.04411807,393159.6150547878
1724025600,2024-08-19 00:00:00,AAVE/USD,111.73,122.22,108.77,118.5,476.926232,56515.758492
1723939200,2024-08-18 00:00:00,AAVE/USD,113.09,113.18,109.97,112.13,15.42019342,1729.0662881846
1723852800,2024-08-17 00:00:00,AAVE/USD,113.18,115.11,110.02,111.74,43.62206982,4874.3300816868
1723766400,2024-08-16 00:00:00,AAVE/USD,107.84,115.09,106.73,111.91,1493.18167172,167101.9608821852
1723680000,2024-08-15 00:00:00,AAVE/USD,106.56,113.37,104.43,108.6,841.22106662,91356.607834932
1723593600,2024-08-14 00:00:00,AAVE/USD,97.2,106.79,96.61,106.23,392.98460572,41746.7546656356
1723507200,2024-08-13 00:00:00,AAVE/USD,96.0,98.75,93.37,96.58,104.46014292,10088.7606032136
1723420800,2024-08-12 00:00:00,AAVE/USD,91.21,96.87,90.55,94.01,56.16544026,5280.1130388426
1723334400,2024-08-11 00:00:00,AAVE/USD,94.86,96.09,89.91,91.6,430.81848891,39462.973584156
1723248000,2024-08-10 00:00:00,AAVE/USD,95.94,96.03,92.71,94.21,58.12857209,5476.2927765989
1723161600,2024-08-09 00:00:00,AAVE/USD,100.2,100.2,94.4,96.04,154.8914098,14875.770997192
1723075200,2024-08-08 00:00:00,AAVE/USD,99.14,103.44,96.21,101.54,502.34310996,51007.919385338406
1722988800,2024-08-07 00:00:00,AAVE/USD,103.75,105.74,97.0,98.15,479.24122446,47037.526180749
1722902400,2024-08-06 00:00:00,AAVE/USD,98.0,109.23,97.63,103.76,3058.02201379,317300.36415085045
1722816000,2024-08-05 00:00:00,AAVE/USD,96.33,99.46,76.75,99.46,1543.1000237,153476.728357202
1722729600,2024-08-04 00:00:00,AAVE/USD,105.52,112.71,98.32,98.32,611.84868525,60156.96273378
1722643200,2024-08-03 00:00:00,AAVE/USD,108.14,116.36,103.4,104.34,349.92555297,36511.2321968898
1722556800,2024-08-02 00:00:00,AAVE/USD,117.12,120.0,108.52,110.35,1118.55307131,123432.3314190585
1722470400,2024-08-01 00:00:00,AAVE/USD,107.84,117.0,104.18,116.91,1399.46385991,163611.31986207812
1722384000,2024-07-31 00:00:00,AAVE/USD,105.29,115.5,104.26,107.2,1223.41919418,131150.537616096
1722297600,2024-07-30 00:00:00,AAVE/USD,105.26,106.78,102.8,105.29,1588.45221328,167248.1335362512
1722211200,2024-07-29 00:00:00,AAVE/USD,100.96,105.95,99.65,105.95,143.5217711,15206.131648045
1722124800,2024-07-28 00:00:00,AAVE/USD,100.41,100.82,98.11,98.75,21.43635365,2116.8399229375
1722038400,2024-07-27 00:00:00,AAVE/USD,97.73,102.82,97.16,102.15,2144.78153743,219089.4340484745
1721952000,2024-07-26 00:00:00,AAVE/USD,92.83,102.71,92.81,97.8,943.42085129,92266.559256162
1721865600,2024-07-25 00:00:00,AAVE/USD,86.64,97.08,85.95,92.91,307.51728928,28571.4313470048
1721779200,2024-07-24 00:00:00,AAVE/USD,93.41,94.21,90.13,90.13,35.5336509,3202.647955617
1721692800,2024-07-23 00:00:00,AAVE/USD,95.49,96.4,91.48,94.93,29.07555397,2760.1423383721003
1721606400,2024-07-22 00:00:00,AAVE/USD,98.51,98.51,94.51,94.88,889.7421692,84418.737013696
1721520000,2024-07-21 00:00:00,AAVE/USD,99.62,100.0,95.0,100.0,30.09531634,3009.531634
1721433600,2024-07-20 00:00:00,AAVE/USD,99.77,100.29,99.77,100.08,4.33942289,434.2894428312
1721347200,2024-07-19 00:00:00,AAVE/USD,98.02,100.99,96.1,100.35,326.23021781,32737.2023572335
1721260800,2024-07-18 00:00:00,AAVE/USD,98.64,99.11,96.7,96.7,6.34299505,613.367621335
1721174400,2024-07-17 00:00:00,AAVE/USD,101.79,101.79,98.48,98.48,85.81974004,8451.5279991392
1721088000,2024-07-16 00:00:00,AAVE/USD,102.51,105.27,99.4,99.4,118.25900675,11754.94527095
1721001600,2024-07-15 00:00:00,AAVE/USD,104.96,106.0,101.61,104.91,66.31333523,6956.9319989793
1720915200,2024-07-14 00:00:00,AAVE/USD,100.52,104.93,100.35,104.39,264.66599566,27628.4832869474
1720828800,2024-07-13 00:00:00,AAVE/USD,97.79,100.0,96.6,100.0,121.95814512,12195.814512
1720742400,2024-07-12 00:00:00,AAVE/USD,92.6,98.49,92.35,97.5,110.29313359,10753.580525025
1720656000,2024-07-11 00:00:00,AAVE/USD,90.91,96.0,88.73,93.3,655.25235988,61135.04517680399
1720569600,2024-07-10 00:00:00,AAVE/USD,85.76,90.84,85.76,90.84,573.88247227,52131.4837810068
1720483200,2024-07-09 00:00:00,AAVE/USD,81.92,86.03,81.37,85.82,67.67244606,5807.649320869199
1720396800,2024-07-08 00:00:00,AAVE/USD,78.55,83.49,75.97,81.37,1384.6971293,112672.805411141
1720310400,2024-07-07 00:00:00,AAVE/USD,83.34,83.34,78.08,78.08,469.55115036,36662.5538201088
1720224000,2024-07-06 00:00:00,AAVE/USD,80.23,83.28,80.23,83.22,147.76903156,12297.3388064232
1720137600,2024-07-05 00:00:00,AAVE/USD,78.14,80.37,72.0,79.87,873.37299922,69756.30144770141
1720051200,2024-07-04 00:00:00,AAVE/USD,84.1,85.25,79.88,81.54,129.82619018,10586.0275472772
1719964800,2024-07-03 00:00:00,AAVE/USD,91.39,91.39,84.14,84.8,366.28873376,31061.284622848
1719878400,2024-07-02 00:00:00,AAVE/USD,97.8,98.19,89.3,90.42,105.73802018,9560.8317846756
1719792000,2024-07-01 00:00:00,AAVE/USD,98.06,99.52,98.06,99.12,19.02621124,1885.8780581088
1719705600,2024-06-30 00:00:00,AAVE/USD,96.44,96.55,94.56,95.49,54.77479954,5230.4456080746
1719619200,2024-06-29 00:00:00,AAVE/USD,95.97,96.84,94.46,96.52,234.87484724,22670.1202556048
1719532800,2024-06-28 00:00:00,AAVE/USD,94.35,96.58,93.31,93.75,339.7630122,31852.78239375
1719446400,2024-06-27 00:00:00,AAVE/USD,92.95,95.15,91.13,91.8,75.87095236,6964.9534266480005
1719360000,2024-06-26 00:00:00,AAVE/USD,92.02,95.47,90.58,94.56,1230.42310375,116348.8086906
1719273600,2024-06-25 00:00:00,AAVE/USD,86.58,95.33,86.58,92.29,1726.22328943,159313.14738149472
1719187200,2024-06-24 00:00:00,AAVE/USD,79.87,89.46,77.5,86.05,2169.46859937,186682.77297578848
1719100800,2024-06-23 00:00:00,AAVE/USD,81.89,82.49,80.5,80.81,153.0826776,12370.611176856
1719014400,2024-06-22 00:00:00,AAVE/USD,81.32,81.57,79.81,81.0,496.99660285,40256.72483085
1718928000,2024-06-21 00:00:00,AAVE/USD,85.18,85.97,81.96,81.96,134.70392092,11040.3333586032
1718841600,2024-06-20 00:00:00,AAVE/USD,87.24,89.41,85.82,85.82,18.79859788,1613.2956700615998
1718755200,2024-06-19 00:00:00,AAVE/USD,83.41,88.27,83.41,87.87,145.98222561,12827.4581643507
1718668800,2024-06-18 00:00:00,AAVE/USD,82.06,82.06,76.07,81.53,269.77448952,21994.7141305656
1718582400,2024-06-17 00:00:00,AAVE/USD,87.77,87.9,83.24,86.23,78.60441777,6778.0589443071
1718496000,2024-06-16 00:00:00,AAVE/USD,85.35,85.57,85.35,85.5,78.60388542,6720.632203409999
